VendorCode	Name	Address1	Address2	City	State	Zipcode	Phone	Purchases_YTD
62975	ADVANTAGE FREIGHT NETWORK	405 Lake Cook Road #211		Deerfield	IL	60015	847-498-8885	0
62976	 "ON HOLD" DO NOT USE   							0
62977	"ON HOLD" DO NOT USE	PO BOX 660088		INDIANAPOLIS	IN	46266-0088	317-585-6600	0
62978	CHICAGO DEPT. OF REVENUE	DEPT. OF REVENUE-MISC. FEES	8108 INNOVATION WAY	CHICAGO	IL	60682		0
62979	"ON HOLD" DO NOT USE	BORDER CITY STORAGE	1019 ELLIOT STREET W.	Windsor	On	N9A 5Z8	519-254-5134	0
62980	"ON HOLD" DO NOT USE 	731 McCall ROAD		MANHATTAN	KS	66502	785-537-9773	0
62981	 "ON HOLD" DO NOT USE   	PO BOX 51785		BOULDER	CO	80322-1785		0
62982	"ON HOLD" DO NOT USE	1900 NORTH AUSTIN		CHICAGO	IL	60639	773-385-5700	0
62983	AAA CONCRETE RAISING CO.	1170 WHITE CHAPEL LN.		ALGONQUIN	IL	60102	630-705-0200	0
62984	"ON HOLD" DO NOT USE	5480 W. ROOSEVELT RD.		CHICAGO	IL	60644	773-378-7200	0
62985	"ON HOLD" DO NOT USE 	5440 W. TOUHY AVE.		SKOKIE	IL	60077	847-568-9300	0
62986	"ON HOLD" DO NOT USE 	221 N. WASHTENAW		CHICAGO	IL	60612	773-761-7706	0
62987	BDI	5480 WEST ROOSEVELT ROAD		CHICAGO	IL	60644	773-378-7200	0
62988	"ON HOLD" DO NOT USE							0
62989	RYZEX REPAIR, INC	3758 E. GROVE		PHOENIX	AZ	85040	602-454-9844	0
62990	CITATION BOX & PAPER COMPANY	4700 W. AUGUSTA BLVD.		CHICAGO	IL	60651	773-378-1400	0
62991	QUESTMARK	CENTIMARK CORPORATION		PITTSBURGH	PA	15251-6093	800-558-4100	0
62992	"ON HOLD" DO NOT USE	22615 NETWORK PLACE		CHICAGO	IL	60673-1226	312-747-4747	0
62993	"ON HOLD" DO NOT USE	PO BOX 371355		PITTSBURGH	PA	15250-7355	800-533-8576	0
62994	 "ON HOLD" DO NOT USE   	7 WEST 18TH STREET	THIRD FLOOR	NEW YORK	NY	10011	212-620-7027	0
62995	 "ON HOLD" DO NOT USE 	PO BOX 786		SHEBOYGAN	WI	53082-0786	920-459-6800	0
62996	"ON HOLD" DO NOT USE	1125 HOWARD STREET		ELK GROVE VILLA	IL	60007	847-640-7113	0
62997	SUPERIOR LIQUIDATORS	6924 CANBY AVENUE UNIT # 106		RESEDA	CA	91335	818-343-7117	0
62998	"ON HOLD" DO NOT USE	21818 CRAGGY VIEW ST.	STE # 105	CHATSWORTH	CA	91311	800-718-8086	0
62999	ARKANSAS FROZEN FREIGHT, INC	P.O BOX 193012		LITTLE ROCK	AR	72219	800-841-8636	0
63000	NET TRUCKING, INC 	8140 S. NORMANDY		BURBANK	IL	60459	773-585-8805	0
63001	"ON HOLD" DO NOT USE	PO BOX 98761		CHICAGO	IL	60693-8761		0
63002	GLOBAL COMPUTERS SUPPLIES, INC	175 AMBASSADOR DRIVE		NAPERVILLE	IL	60540	800-443-2250	0
63003	STAR BROKERAGE INC.	PO BOX 9115		NEWARK	DE	19714		0
63004	"ON HOLD" DO NOT USE	PO BOX 833		OWASSO	OK	74055	918-274-8639	0
63005	ROMAN ZAHORODNYJ							0
63006	 "ON HOLD" DO NOT USE   	4410 W. HILLSBOROUGH AVE.		TAMPA	FL	33614	888-482-6348	0
63007	 "ON HOLD" DO NOT USE   							0
63008	AEP	12900 SOUTH CRAWFORD AVENUE		ALSIP	IL	60803	800-999-2374	0
63009	JANCO DISTRIBUTING COMPANY	PO BOX 795		NEWBURY PARK	CA	91320	800-447-1698	0
63010	 "ON HOLD" DO NOT USE 	PARK PI & THE BROADWALK		ATLANTIC CITY	NJ	08401		0
63011	PITNEY BOWES CREDIT CORPORATIO	PO BOX 856460		LOUISVILLE	KY	40285-6460		0
63012	THE GRAND HOTEL	33 GRAND	PO BOX 286	MACKINAC ISLAND	MI	49757	906-847-3331	0
63013	DENVER COUNTRY CLUB	ATTN: MARIA - A/P	1700 E 1ST AVE	DENVER	CO	80128		0
63014	"ON HOLD" DO NOT USE 	PO BOX 1179		CHADDS FORD	PA	19317	800-416-4861	0
63015	 "ON HOLD" DO NOT USE   	PO BOX 15464	536 7TH STREET SE	WASHINGTON	DC	20003	202-544-7431	0
63016	McRAE COLD STORAGE INC.	7420 BREN ROAD		MISSISSAUGA	ON	L4T 1H4	905-673-5535	0
63017	 "ON HOLD" DO NOT USE 	520 THOMAS DRIVE		BENSENVILLE	IL	60106-1621	630-238-9830	0
63018	"ON HOLD" DO NOT USE 	230 N. WESTERN AVE.		CHICAGO	IL	60612	312-829-2926	0
63019	MARATHON PRODUCTS, INC.	1970 BROADWAY, SUITE 625		OAKLAND	CA	94612	510-834-9240	0
63020	1801 DIVISION, INC            	DBA MAC'S AMERICAN FOOD	1801 W. DIVISION	CHICAGO 	IL	60622		0
63021	GULF STREAM CAFE	1536 S. WACCAMAW DR		GARDEN CITY	SC	29576		0
63022	"ON HOLD" DO NOT USE	P.O BOX 88026		CHICAGO	IL	60680-1206		0
63023	"ON HOLD" DO NOT USE 	402 44TH AVE.		NORTHLAKE	IL	60164		0
63024	R.RIOS ROOFING	1912 S. CENTRAL AVE.		CHICAGO	IL	60804	7088631358	0
63025	AKITA COPY PRODUCTS	5410-A PIONEER PARK BLVD.		TAMPA	FL	33634	813-884-4433	0
63026	"ON HOLD" DO NOT USE 	1909 HARLEM AVE. 	APT. 2E	BERWYN	IL	60402	708-484-9090	0
63027	THE TALBOTT HOTEL	20 E. DEALWARE PLACE 		CHICAGO	IL	60611	1312-944-497	0
63028	"ON HOLD" DO NOT USE	CUSTOMER SERVICE CENTER	PO BOX 149003	STATEN ISLAND 	NY	10314-9003		0
63029	"ON HOLD" DO NOT USE	WILLIAM B. KESSLER MEMORIAL	600 SOUTH WHITE HORSE PIKE	HAMMONTON 	NJ	08037-2099		0
63030	ANDERSON LOCK COMPANY	850 EAST OAKTON STREET		DES PLAINES 	IL	60018-2039	312-375-9423	0
63031	 "ON HOLD" DO NOT USE   	1017 N. LA CLENEGA BLVD.		WEST HOLLYWOOD 	CA	90069	888-999-2360	0
63032	"ON HOLD" DO NOT USE	DEPT. 8892		LOS ANGELES	CA	90084		0
63033	"ON HOLD" DO NOT USE	350 N. ORLEANS STREET	RECEIPT & DISPATCH 8TH FL.	CHICAGO 	IL	60654		0
63034	"ON HOLD" DO NOT USE	350 N. ORLEANS STREET	RECEIPT & DISPATCH 8TH FL.	CHICAGO 	IL	60654		0
63035	"ON HOLD" DO NOT USE	350 N. ORLEANS STREET	RECEIPT & DISPATCH 8TH FL.	CHICAGO 	IL	60654		0
63036	"ON HOLD" DO NOT USE	350 N. ORLEANS STRETT	RECEIPT & DISPATCH 8TH FL.	CHICAGO 	IL	60654		0
63037	"ON HOLD" DO NOT USE	350 N. ORLEANS STREET	RECEIPT & DISPATCH 8TH FL.	CHICAGO	IL	60654		0
63038	"ON HOLD" DO NOT USE	P.O BOX #5		BEDFORD PARK	IL	60499		0
63039	QAS	1 MEMORIAL DRIVE	SUITE 800	CAMBRIDGE	MA	02142-1352	888-322-6201	0
63040	"ON HOLD" DO NOT USE	500 EAST 4TH STREET		AUSTIN	TX	78701	512-482-8000	0
63041	BRYN MAWR COUNTRY CLUB	6600 N. CRAWFORD AVENUE		LINCOLNWOOD 	IL	60712		0
63042	"ON HOLD" DO NOT USE	P.O BOX 8		MORTON GROVE	IL	60053		0
63043	"ON HOLD" DO NOT USE 	100 NICKERSON ROAD		MARLBOROUGH	MA	01752	508-787-1835	0
63044	USDA,AMS LIVESTOCK PROGRAM	P.O BOX 70795		CHICAGO	IL	60673-0795	720-497-2525	3483
63045	"ON HOLD" DO NOT USE	2 AVON ROAD		NORTHBROOK 	IL	60062		0
63046	R.S.M COMPANY 	811 PRESSLEY ROAD		CHARLOTTE	NC	28217		0
63047	"ON HOLD" DO NOT USE	C/O NINE GROUP	4321 W. FLAMINGO ROAD 	LAS VEGAS	NV	89103		0
63048	 "ON HOLD" DO NOT USE   	4318 RIVER ROAD 		SCHILLER PARK	IL	60176-1626	847-671-6095	0
63049	"ON HOLD" DO NOT USE	P.O BOX 4718		HOUSTON 	TX	77210-4718		0
63050	 "ON HOLD" DO NOT USE   	338 NORTH ELM STREET 		HINSDALE 	IL	60521	630-654-4911	0
63051	 "ON HOLD" DO NOT USE   	316 N. MICHIGAN AVENUE 		CHICAGO	IL	60601		0
63052	"ON HOLD" DO NOT USE							0
63053	"ON HOLD" DO NOT USE	ESSEX COUNTY SECTION	513 WEST MT. PLEASANT AVE	LIVINGSTON	NJ	07039	973-740-0588	0
63054	"ON HOLD" DO NOT USE	CHICAGO FINANCIAL ENTERPRISES	16835 S. HALSTED STREET	HARVEY	IL	60429		0
63055	CITIZENS BANK OF WESTON	P.O BOX 310		WESTON	WV	26452-0310		0
63056	U.S POSTMASTER							3250
63057	JAMES BEARD FOUNDATION							0
63058	 "ON HOLD" DO NOT USE   	318 N. STATE		CHICAGO	IL	60610		0
63059	INSECT-O-CUTOR	1641 LEWIS WAY		STONE MOUNTAIN	GA	30083	770-939-2835	0
63060	"ON HOLD" DO NOT USE 	1000 WEST 3RD STREET	PO BOX 3780	LITTLE ROCK	AR	72203-3780	501-376-2382	0
63061	UNIQUE FOOD EQUIPMENT, INC	HOLLYMATIC SALES & SERVICE	8585 S. 77TH AVE.	BRIDGEVIEW	IL	60455	337-374-3500	0
63062	AMERICAN DISPATCH, INC	30TH STREET & A.V.R.R.	EAZOR SQUARE BLDG.	PITTSBURGH	PA	15201		0
63063	IDENTICARD SYSTEMS INC	PO BOX 5349		LANCASTER	PA	17606-5349		0
63064	JOEY CIULLA							0
63065	RAYTEK CORPORATION	12833 COLLECTION CENTER DRIVE		CHICAGO	IL	60693		0
63066	AMERICAN TRAINCO	PO BOX 3397		ENGLEWOOD	CO	80155		0
63067	"ON HOLD" DO NOT USE 	110 PLEASANT AVENUE		UPPER SADDLE RI	NJ	07458		0
63068	 "ON HOLD" DO NOT USE   							0
63069	"ON HOLD" DO NOT USE	3113 NORTH PINEWOOD DRIVE		HAMMONTON 	NJ	08037		0
63070	"ON HOLD" DO NOT USE 	PO BOX 213		LINWOOD	NJ	08221		0
63071	 "ON HOLD" DO NOT USE   	180 CENTER PLACE WAY		ST. AUGUSTINE	FL	32095		0
63072	"ON HOLD" DO NOT USE							0
63073	 "ON HOLD" DO NOT USE   	2100 LANDMEIER ROAD		ELK GROVE	IL	60007		0
63074	PURCHASE POWER	PO BOX 856042		LOUISVILLE	KY	40285-0642		0
63075	COMPUMASTER	PO BOX 804441		KANSAS	MO	64180-4441		0
63076	"ON HOLD" DO NOT USE	425 CONSTITUTION DRIVE		TAUNTON	MA	02780		0
63077	"ON HOLD" DO NOT USE							0
63078	U.S SECURITY ASSOCIATES INC.	400 N. MAY STREET	SUITE 304	CHICAGO 	IL	60622	312-421-3250	0
63079	"ON HOLD" DO NOT USE	P.O BOX 9950		CANTON 	OH	44711-0950		0
63080	TOM SCHIMMEL							0
63081	OCMC INC.	DBA ORANGE COUNTY MINING CO.	10000 CRAWFORD DANYON ROAD	SANTA ANA	CA	92705		0
63082	"ON HOLD" DO NOT USE 	1538 N. MANNHEIM ROAD		STONE PARK 	IL	60165	708-343-6262	0
63083	 "ON HOLD" DO NOT USE   	5353 N LAKEWOOD AVE.		CHICAGO	IL	60604		0
63084	"ON HOLD" DO NOT USE	11111 N. 7TH STREET		PHOENIX	AZ	85020		0
63085	ROSS INDUSTRIES	53210 MIDLAND ROAD 		MIDLAND 	VA	22728-2135	540-439-3271	934.31
63086	HIGH PSI  LTD	75  N. BRANDON DRIVE		GLENDALE HTS	IL	60139	630-893-0777	0
63087	CPS INC.	800 WEST 5TH AVE.		NAPERVILLE	IL	60563		0
63088	"ON HOLD" DO NOT USE 	3725 W. 49TH STREET		CHICAGO	IL	60632	773-523-2944	0
63089	 "ON HOLD" DO NOT USE   	1120 NORTH GARFIELD STREET		LOMBARD	IL	60148		0
63090	"ON HOLD" DO NOT USE	CUSTOMER SERVICE CENTER	PO BOX 149003	STATEN ISLAND	NY	10314-9003		0
63091	 "ON HOLD" DO NOT USE   	14 NORTH JEROME AVENUE		MARGATE	NJ	08402		0
63092	SJF MATERIAL HANDLING INC.	LOCK BOX #32	PO BOX #1  1575	MINNEAPOLIS	MN	55480-1575		0
63093	SAGE VALLEY	2240 SAGE VALLEY DRIVE		GRANITE VILLE	SC	29829		0
63094	"ON HOLD" DO NOT USE 	1530N MANNHEIM ROAD		STONE PARK	IL	60165-1117		0
63095	"ON HOLD" DO NOT USE 	1640 W. PERSHING ROAD		CHICAGO	IL	60609		0
63096	"ON HOLD" DO NOT USE 	3000 PIONEER AVE.		RICE LAKE	WI	54868	800-247-3854	0
63097	REMLINE CORP.	456 CORPORATE BLVD.		NEWARK	DE	19702		0
63098	"ON HOLD" DO NOT USE 	931 W. 75TH STREET	SUITE 137-122	NAPERVILLE	IL	60565		0
63099	"ON HOLD" DO NOT USE	222 OAKLAND AVENUE		BARGAINTOWN	NJ	08234		0
63100	STAPLES NATIONAL ADVANTAGE	DEPT. HNJ 	PO BOX A3689	CHICAGO	IL	60690-3689	8004472525	512.28
63101	ROSS BRIDGE							0
63102	WAGEMANN SHEET METAL INC	1919 N. LECLAIRE		CHICAGO	IL	60639		0
63103	"ON HOLD" DO NOT USE	250 WINDSOR DRIVE		BOLINGBROOK	IL	60440		0
63104	BANK OF AM. LOCKBOX SERVICE	CONSTELLATION NEW ENERGY,INC.	14217 COLLECTIONS CENTER DR.	CHICAGO	IL	60693	888-638-4606	0
63105	AMERICAN CANCER SOCIETY							0
63106	MORTON'S THE STEAKHOUSE	9525 WEST BRYN MAWR AVENUE		ROSEMONT	IL	60018	847-678-3455	0
63107	 "ON HOLD" DO NOT USE   							0
63108	"ON HOLD" DO NOT USE	P.O BOX 548		NEEHAH	WI	54957-0548		0
63109	SHARE OUR STRENGTH	5435 COTTAGE FARM ROAD		ALPHARETTA	GA	30022		0
63110	"ON HOLD" DO NOT USE 	6100A SEAFORTH STREET		BALTIMORE	MD	21224-6500		0
63111	"ON HOLD" DO NOT USE							0
63112	SRI TECHNOLOGIES, INC	1250 BANK DRIVE		SCHAUMBURG	IL	60173		0
63113	ANDIAMO ITALIA							0
63114	"ON HOLD" DO NOT USE 	2130 N. CICERO AVENUE		CHICAGO	IL	60639	7736372122	0
63115	"ON HOLD" DO NOT USE 	1886 POST ROAD		WELLS	ME	04090-9998		0
63116	MORTON'S	ONE WESTBROOK CORPORATE CENTER		WESTCHESTER	IL	60154		0
63117	 "ON HOLD" DO NOT USE   	CHURCH ST. STATION PARKING VIO	PO BOX 3671	NEW YORK	NY	10008-3671	18008139183	0
63118	CHICAGO ASPHALT PATCHING, INC.	5726 N. OKETO		CHICAGO	IL	60631-3048		0
63119	 "ON HOLD" DO NOT USE   	11 11TH TERRACE		EGG HARBOR CITY	NJ	08215	609-383-8611	0
63120	"ON HOLD" DO NOT USE	95 MILTON DRIVE		ASTON	PA	19014	610-364-0887	0
63121	"ON HOLD" DO NOT USE 	P.O. BOX 727		MARMORA	NJ	08223	609-625-4410	0
63122	HILTON SUPPLY MGT. "SOUTHWEST"	350 N. ORLEANS STREET	RECPT&DISP 8TH LOCKBOX #75835	CHICAGO	IL	60654		0
63123	HILTON SUPPLY MANAGEMENT WEST	350 N. ORLEANS STREET	RECPT&DISP 8TH FL "WEST"	CHICAGO	IL	60654		0
63124	HILTON SUPPLY MGT. "CENTRAL"	350 N. ORLEANS STREET	RECPT&DISP 8TH FL "CENTRAL"	CHICAGO	IL	60654		0
63125	 "ON HOLD" DO NOT USE   	1218 NORTH AVE.		BEACON BEACH	NY	12508	609-992-9188	0
63126	MIDWEST INDUSTRIAL RUBBER INC.	10431B MIDWEST INDUSTRIAL DR		ST. LOUIS	MO	63132	314-890-0070	0
63127	"ON HOLD" DO NOT USE 	5718 N. WESTERN AVE.		CHICAGO	IL	60659-5114		0
63128	D.R.E.A.M. ALIVE	C/O RPM MANAGEMENT	3925 RIVER CROSSING PKWY ST 50	INDIANAPOLIS	IN	46240		0
63129	BORGATA	ONE BORGATA WAY		ATLANTIC CITY	NJ	08232		0
63130	 "ON HOLD" DO NOT USE   	1730 N. CLARK	#3702	CHICAGO	IL	60614		0
63131	A & E RUBBER STAMP	328 S. JEFFERSON	SUITE 219	CHICAGO	IL	60661		1297.11
63132	CASTELLINI COMPANY LLC	L PLUM STREET		WILDER	KY	41076		0
63133	MIDWEST COAST TRANSPORT, INC.	1600 EBENSON ROAD	PO BOX 5233	SIOUX FALLS	SD	57117-5233		0
63134	 "ON HOLD" DO NOT USE   	10155 WESTMOOR DRIVE	SUITE 100	WESTMINSTER	CO	80021-2714	303-327-1630	0
63135	SAFETY KLEEN	5360 LEGACY DRIVE		PLANO	TX	75024	708-225-8500	0
63136	"ON HOLD" DO NOT USE	11101 W 120TH AVENUE		BROOMFIELD	CO	80021	303-410-5100	0
63137	 "ON HOLD" DO NOT USE   	500 NORTH CEBTRAL EXPRESSWAY	SUITE 500	PLANO	TX	75025		0
63138	 "ON HOLD" DO NOT USE   							0
63139	DARLENE BROWN							0
63140	PROFORM TECHNOLOGIES	7746 W. 99TH STREET		HICKORY HILLS	IL	60457	708-430-8439	0
63141	RLS DISTRIBUTION, INC.	PO BOX 813		MALAGA	NJ	08328		0
63142	 "ON HOLD" DO NOT USE   	266 WEST LAKE STREET		ELMHURST	IL	60126	630-993-1396	0
63143	 "ON HOLD" DO NOT USE   	233 PEACHTREE STREET	#100	ATLANTA	GA	30303		0
63144	REMRED	PROMOTIONAL PRODUCTS	4500 OAKTON 	SKOKIE 	IL		847-677-1999	0
63145	"ON HOLD" DO NOT USE	EXPRESS PERSONNEL SERVICES	8516 NORTHWEST EXPRESSWAY	OKLAHOMA	OK	73162		0
63146	"ON HOLD" DO NOT USE 	259 PHILADELPHIA AVE.		EGG HARBOR	NJ	08215		0
63147	"ON HOLD" DO NOT USE	PO BOX 371461		PITTSBURGH	PA	15250-7461	800-622-1147	0
63148	LIQUIDPRINT, INC.	7366 LINCOLN AVENUE	SUITE 105	LINCOLNWOOD	IL	60712		8600
63149	US FOODSERVICE	FAIRBURN DIVISION - ATLANTA	7950 SPENCE ROAD	FAIRBURN	GA	30213		0
63150	EXPRESS PERSONNEL SERVICES, IN	PO BOX 730039		DALLAS	TX	75373-0039	773-775-5656	4489.35
63151	PRIORITY TRANSPORT EXPRESS, IN	716 WESTLAND FARM ROAD		MT. HOLLY	NE	28120		0
63152	"ON HOLD" DO NOT USE	MAVERICK INDUSTRIES INC.	94 MAYFIELD AVENUE	EDISON	NJ	08837		0
63153	"ON HOLD" DO NOT USE	PO BOX 8229		AURORA	IL	60572-8229		0
63154	PIONEER TUCKPOINTING, CO.	4056 N. LEAMINGTON AVENUE		CHICAGO	IL	60641		0
63155	 "ON HOLD" DO NOT USE   	219 BELLEVUE AVE.		HAMMONTON	NJ	08037		0
63156	CREATIVE CASTER, INC.	65 KELLY ST.		ELK GROVE VILLA	IL	60007	847-981-9214	449.09
63157	"ON HOLD" DO NOT USE							0
63158	"ON HOLD" DO NOT USE 	11900 S. DIVISION		BLUE ISLAND	IL	60638		0
63159	WESCO DISTRIBUTION, INC.	PO BOX 633718		CINCINNATI	OH	45263-3718		0
63160	"ON HOLD" DO NOT USE	PO BOX 201		LAKE PLEASANT	NY	12108-0201		0
63161	NATIONAL BATTERY INC.	3333 MOUNT PROSPECT ROAD		FRANKLIN PARK	IL	60131		0
63162	"ON HOLD" DO NOT USE 	806 MORSE AVE.		SCHAUMBURG	IL	60193		0
63163	"ON HOLD" DO NOT USE 	1421 N. ELSTON		CHICAGO	IL	60622		0
63164	 "ON HOLD" DO NOT USE   	213 MAIN ST.		WEST CHICAGO	IL	60185		0
63165	BIG EDDY CLUB, INC.	PO BOX 1147		FORTSON	GA	31808		0
63166	VELAZQUEZ LANDSCAPING CORP.	3347 W. CULLOM		CHICAGO	IL	60618		2100
63167	"ON HOLD" DO NOT USE	80 HEREFORD DRIVE		CRETE	IL	60417		0
63168	"ON HOLD" DO NOT USE 	PO BOX 9135		DEDHAM	MA	02027-9135		0
63169	LOOMIS FARGO & CO.	DEPT. CH 10500		PALATINE	IL	60055-0500		0
63170	FROZEN ASSETS	2635 S. WESTERN		CHICAGO	IL	60608		21687.86
63171	"ON HOLD" DO NOT USE	DARK HORSE GRAPHICS	21 N. MAIN STREET STE 2	INDIANAPOLIS	IN	46227		0
63172	"ON HOLD" DO NOT USE	3728 S. 57TH COURT		CICERO	IL	60804	7081800926	0
63173	"ON HOLD" DO  NOT USE	875 FAIRVIEW ROAD		HIGHLAND PARK	IL	60035-3633		0
63174	NEXT GENERATION LOGISTICS	1611 COLONIAL PARKWAY	C/O ACCOUNTING	INVERNESS	IL	60067		0
63175	BEARING HEADQUARTERS CO.	A HEADCO COMPANY	PO BOX 6267	BROADVIEW	IL	60155		229.48
63176	ROAR LOGISTICS, INC.	2495 MAIN STREET	SUITE 442	BUFFALO	NY	14214		0
63177	"ON HOLD" DO NOT USE							0
63178	ROSS BRIDGE *PETTY CASH CUSTOD							30.83
63179	"ON HOLD" DO NOT USE	430 EISENHOWER LANE NORTH		LOMBARD	IL	60148		0
63180	"ON HOLD" DO NOT USE 	100 N. SEPULVEDA BLVD.	19TH FLOOR	EL SEGUNDO	CA	90245	310-725-5200	0
63181	"ON HOLD" DO NOT USE	PO BOX 3674	CHURH CTREET STATION	NEW YORK	NY	10008-3674		0
63182	 "ON HOLD" DO NOT USE   	3600 S. WESTERN AVENUE		CHICAGO	IL	60609		0
63183	"ON HOLD" DO NOT USE	7023 North Barry Avenue		Rosemont	IL	60018		0
63184	"ON HOLD" DO NOT USE	213 East Savidge		Spring Lake	MI	49456-1725		0
63185	"ON HOLD" DO NOT USE							0
63186	 "ON HOLD" DO NOT USE   	AT LOYOLA IN MAYWOOD PARK IL		MAYWOOD PARK	IL			0
63187	ARNOLD'S MEAT'S	A DIVISION OF ARNOLD'S & EDDIE	307 GRATTAN STREET	CHICOPEE	MA	01020-1398	14135935505	0
63188	 "ON HOLD" DO NOT USE   	PHOTOTYPE, INC	311 N. ABERDEEN	CHICAGO	IL	60607		0
63189	REINHART FOODSERVICE	PO BOX 2858		LA CROSSE	WI	54602-2858	608-782-1978	0
63190	HYDRITE CHEMICAL CO	300 N. PATRICK BLVD.		BROOKFIELD	WI	53045		0
63191	RESPONSE MEDIA SERVICES INC	430 EISENHOWER LANE NORTH		LOMBARD	IL	60148	630-495-5478	0
63192	SAFETRAK INCORPORATED	1 HILLDALE DRIVE		SAN ANSELMO	CA	94960-2317	415-456-6519	0
63193	NICHOLAS MACHINE & TOOL, INC.	7023-27 NORTH BARRY AVENUE		ROSEMONT	IL	60018	847-298-2035	0
63194	INNOVATIVE AGRICULTURAL CONCEP	D.B.A FAVORED BEEF	PO BOX 2694	WEST LAFAYETTE	IN	47906	765-583-2100	0
63195	JOHN DEMCHIK	4904 AMBERTON DRIVE		POWDER SPRINGS	GA	30127		0
63196	COMPASS MECHANICAL SERVICES IN	391 WEGNER DRIVE	UNIT E	WEST CHICAGO	IL	60185	630-587-3318	0
63197	 "ON HOLD" DO NOT USE   	1586 MOMENTUM PLACE		CHICAGO	IL	60689-5315	312-456-2822	0
63198	STRAUSS VEAL	**BAR CODING ONLY** 46						0
63199	STERLING MOBILE SERVICES	9831 S. 51 STREET BUILDING E	SUITE 125	PHOENIX	AZ	85044	480-785-4711	0
63200	 "ON HOLD" DO NOT USE   							0
63201	"ON HOLD" DO NOT USE 	PO BOX 2418		NORTH HILLS	CA	91393	800-223-8890	0
63202	 "ON HOLD" DO NOT USE   	2000 ARTHUR AVENUE		ELK GROVE VILLA	IL	60007		0
63203	A. COURIER, INC	34 PARKER AVENUE		STANFORD	CT	06906		0
63204	ISFEWORTH COUNTY CLUB	6100 PAYNE STEWART DRIVE		WINDERMERE	FL	34786		0
63205	"ON HOLD" DO NOT USE 	101 ARTHUR ANDERSON PKWY		SARASOTA	FL	34232		0
63206	J.R. SIMPLOT CO.	6360 SOUTH FEDERAL WAY		BOISE	ID	83716-9617		0
63207	BROWNING FERRIS INDUSTRIES	NATIONAL ACCOUNTS SERVICE CTR		CHICAGO	IL	60696-7717		0
63208	HEAVENLY GOURMET CHEESECAKES	4404 SENTRY DRIVE		TUCKER	GA	30084		0
63210	CULINARTE MARKETING GROUP LLC	808 PACKERLAND DRIVE		GREEN BAY	WI	54303		0
63211	MILTON RENTERIA							0
63212	"ON HOLD" DO NOT USE 	4115 BLACKHAWK PLAZA CIRCLE	SUITE 100	DANVILLE	CA	94506		0
63213	RELIABLE LABEL INC.	1427 CENTRE CIRCLE DRIVE		DOWNERS GROVE	IL	60515		0
63215	"ON HOLD" DO NOT USE							0
63216	"ON HOLD" DO NOT USE	C/O UNITED CONTAINER CORP	1350 N. ELSTON AVE.	CHICAGO	IL	60622		0
63217	QUEBECOR WORLD, INC. USA	PO BOX 98668		CHICAGO	IL	60693		0
63218	"ON HOLD" DO NOT USE 	PO BOX 99057	SUITE D	TACOMA	WA	98499		0
63219	"ON HOLD" DO NOT USE	9126 MEDILL AVENUE		FRANKLIN PARK	IL	60131		0
63221	"ON HOLD' DO NOT USE	7003 WEST NORTH AVENUE		OAKPARK	IL	60302		0
63222	SALINAS CATERING	17113 S. 88TH AVENUE		TINLEY PARK	IL	60477		0
63223	 "ON HOLD" DO NOT USE   	7600 S. ARCHER ROAD		JUSTICE	IL	60458		0
63224	 "ON HOLD" DO NOT USE   	200 BUSINESS PARK DRIVE		ARMONK	NY	10504-1712		0
63225	"ON HOLD" DO NOT USE	(SFOFH)						0
63226	DOUBLE TREE HOTEL-MISSOULA							0
63227	RLMV-DOUBLE TREE SPENCER	2050 GATEWAY PLACE		SAN JOSE	CA	95110		0
63228	"ON HOLD" DO NOT USE							0
63229	"ON HOLD" DO NOT USE							0
63230	 "ON HOLD" DO NOT USE   	260 VICTORY ROAD		QUICNY	MA	02171		0
63231	LABOR READY	1002 SOLUTIONS CENTER		CHICAGO	IL	60677-1000		0
63232	DEPARTMENT OF PUBLIC SAFETY	INDIAN CASINO GAMING UNIT	2020 WEST PINHOOK ROAD STE 502	LAFAYETTE	LA	70508		0
63233	"ON HOLD" DO NOT USE							0
63234	THE TRAINING NETWORK	106 CAPITOLA DRIVE		DURHAM	NC	27713-4471		0
63235	NEW ZEALAND LAMB AND VEAL	**BAR CODING ONLY**						0
63236	"ON HOLD" DO NOT USE							0
63237	BEM CORP	1177 DALE STREET N.		ST. PAUL	MN	55117		1232
63238	TRAFFIC TECH INC	6665 CATE DE LIESSE		MONTREAL	QU	H4T1Z5		0
63239	STANDARD MEAT CO	**BAR CODING ONLY** 46	46-CHAR					0
63240	STAN CICIORA							0
63241	"ON HOLD" DO NOT USE	8918 PEACHTREE DRIVE		TINLEY PARK	IL	60477		0
63242	PACKSMART, INC.	P.O 95109		PALATINE	IL	60095-0109	630-262-6600	0
63243	DINING OUT CHICAGO	1151 N. STATE STREET	SUITE 209	CHICAGO	IL	60610	773-319-4457	0
63244	CHEMSTAR CORPORATION	PO BOX 1821		LITHIA SPRINGS	GA	30122	800-327-0777	0
63245	"ON HOLD" DO NOT USE 	970 WEST BROADWAY # 471		JACKSON	WY	83001-9475		0
63246	"ON HOLD" DO NOT USE							0
63247	US FOODSERVICE MILWAUKEE	W137 N9245 HWY 145	ATTN JEAN DORO-WAGNER	MENOMONEE	WI	53051		0
63248	"ON HOLD" DO NOT USE 							0
